Season,TeamID,avg_Score,avg_FGA,avg_Blk,avg_PF,avg_opponent_Score,avg_opponent_FGA,avg_opponent_Blk,avg_opponent_PF,avg_PointDiff,WinPct,Wins,Games,avg_Home
2003,1102,57.25,39.785714285714285,1.7857142857142858,18.75,57.0,42.42857142857143,1.5714285714285714,18.357142857142858,0.25,0.42857142857142855,12,28,0.0
2003,1103,75.96790123456789,54.05102880658436,2.297119341563786,19.02716049382716,75.25925925925925,55.008230452674894,2.7506172839506173,21.566255144032922,0.7086419753086423,0.48148148148148145,13,27,0.037037037037037035
2003,1104,69.01587301587301,56.964285714285715,3.7777777777777777,17.97222222222222,64.75396825396825,55.297619047619044,3.1706349206349205,19.17063492063492,4.261904761904762,0.6071428571428571,17,28,0.21428571428571427
2003,1105,70.4008547008547,60.519658119658125,2.033333333333333,19.789743589743587,75.24444444444444,57.84700854700854,4.138461538461538,18.683760683760685,-4.843589743589744,0.2692307692307692,7,26,-0.07692307692307693
2003,1106,63.28174603174603,55.01984126984127,3.126984126984127,18.115079365079364,63.44444444444444,53.1468253968254,3.1547619047619047,16.07936507936508,-0.16269841269841276,0.4642857142857143,13,28,-0.07142857142857142
2003,1107,64.16176046176047,56.12914862914863,2.001948051948052,15.426984126984127,73.88578643578644,58.28932178932179,3.512265512265512,15.498412698412698,-9.724025974025974,0.25,7,28,0.03571428571428571
2003,1108,68.52727272727273,58.31515151515152,3.4787878787878785,19.496969696969696,72.56969696969698,58.49090909090909,2.860606060606061,18.87878787878788,-4.042424242424242,0.42424242424242425,14,33,-0.21212121212121213
2003,1110,65.83333333333333,53.05555555555556,1.722222222222222,17.97407407407407,61.351851851851855,52.6,3.096296296296296,16.925925925925927,4.481481481481481,0.5333333333333333,16,30,-0.13333333333333333
2003,1111,81.76573426573427,63.54895104895105,4.545843045843046,18.38888888888889,80.26301476301477,64.42851592851592,3.871794871794872,20.72804972804973,1.5027195027195028,0.6153846153846154,16,26,-0.07692307692307693
2003,1112,84.51190476190477,65.08730158730158,4.186507936507937,17.58730158730159,69.53174603174604,64.10714285714286,2.369047619047619,21.88888888888889,14.980158730158731,0.8928571428571429,25,28,0.10714285714285714
2003,1113,75.34482758620689,56.43678160919541,4.1915708812260535,19.260536398467433,68.57471264367817,55.17624521072797,3.908045977011494,22.624521072796934,6.770114942528735,0.6206896551724138,18,29,0.1724137931034483
2003,1114,67.71428571428571,51.40396825396825,2.2714285714285714,19.91904761904762,67.75079365079365,54.49523809523809,3.1587301587301586,19.86111111111111,-0.03650793650793714,0.5714285714285714,16,28,-0.03571428571428571
2003,1115,54.15079365079365,54.007936507936506,2.734126984126984,20.166666666666664,73.86507936507937,57.55952380952381,3.666666666666667,17.66269841269841,-19.714285714285715,0.14285714285714285,4,28,-0.2857142857142857
2003,1116,61.642857142857146,55.57142857142857,3.5357142857142856,20.928571428571427,66.53571428571429,52.67857142857143,3.892857142857143,18.142857142857142,-4.892857142857143,0.32142857142857145,9,28,0.21428571428571427
2003,1117,70.83760683760684,54.43589743589743,1.6495726495726495,21.311965811965813,69.5,50.166666666666664,2.717948717948718,19.60683760683761,1.3376068376068373,0.4230769230769231,11,26,0.0
2003,1119,53.68,47.6,1.6,19.32,67.48,50.52,3.52,16.76,-13.8,0.12,3,25,-0.08
2003,1120,70.1,54.7,4.966666666666667,16.366666666666667,65.56666666666666,56.63333333333333,2.6666666666666665,19.133333333333333,4.533333333333333,0.6333333333333333,19,30,0.3
2003,1122,68.44444444444444,51.09465020576131,4.584362139917695,18.325102880658434,66.52263374485597,55.75720164609053,3.197530864197531,19.930041152263374,1.921810699588477,0.7407407407407407,20,27,-0.07407407407407407
2003,1123,72.91481481481482,60.233333333333334,2.192592592592592,22.733333333333334,75.64444444444445,53.72222222222222,2.066666666666667,21.05925925925926,-2.7296296296296294,0.43333333333333335,13,30,0.03333333333333333
2003,1124,68.74603174603175,57.75396825396825,2.956349206349206,15.702380952380953,68.12698412698413,58.623015873015866,3.0515873015873014,16.57936507936508,0.6190476190476192,0.5,14,28,0.25
2003,1125,71.66349206349206,54.093650793650795,1.673015873015873,18.173809523809524,69.91587301587302,55.94047619047619,3.9436507936507934,17.417460317460318,1.7476190476190474,0.5714285714285714,16,28,-0.17857142857142858
